Séance;Ticker;Instrument;Ouverture;Dernier Cours;Plus Haut;Plus Bas;Volume (MAD);Titres Échangés;Nb Transactions;Capitalisation
06/08/2026;CSR  ;COSUMAR;186.90;186.00;186.90;184.00;7953900.30;42920;75;17574608598.00
05/08/2026;CSR  ;COSUMAR;187.00;187.30;187.30;182.00;2235434.80;12225;75;17697441883.90
04/08/2026;CSR  ;COSUMAR;187.40;187.00;187.40;183.20;450336.75;2411;60;17669095741.00
03/08/2026;CSR  ;COSUMAR;186.00;186.00;186.00;183.00;193188.80;1040;44;17574608598.00
31/07/2026;CSR  ;COSUMAR;185.00;186.00;186.00;182.25;1303955.60;7098;67;17574608598.00
29/07/2026;CSR  ;COSUMAR;184.70;182.00;184.70;181.00;376633.75;2068;67;17196660026.00
28/07/2026;CSR  ;COSUMAR;184.90;181.00;184.90;181.00;8920924.55;49279;103;17102172883.00
27/07/2026;CSR  ;COSUMAR;185.90;182.00;185.90;182.00;362609.75;1983;71;17196660026.00
24/07/2026;CSR  ;COSUMAR;187.40;181.95;187.40;181.95;4791881.30;26305;152;17191935668.85
23/07/2026;CSR  ;COSUMAR;185.00;185.45;187.00;185.00;512048.25;2760;76;17522640669.35
22/07/2026;CSR;COSUMAR;188.20;185.00;189.00;185.00;1026842.00;5507;139;17480121455.00
21/07/2026;CSR;COSUMAR;193.00;195.00;195.00;191.70;1998607.55;10305;104;18424992885.00
20/07/2026;CSR;COSUMAR;193.90;193.00;196.00;190.25;1195807.85;6194;60;18236018599.00
17/07/2026;CSR;COSUMAR;192.00;194.00;194.00;189.70;5764199.05;30182;122;18330505742.00
16/07/2026;CSR;COSUMAR;192.00;192.00;192.50;190.55;2990837.10;15565;78;18141531456.00
15/07/2026;CSR;COSUMAR;193.00;195.00;195.00;190.05;1758468.20;9029;73;18424992885.00
14/07/2026;CSR;COSUMAR;192.90;190.00;194.00;190.00;1519055.80;7957;95;17952557170.00
