Séance;Ticker;Instrument;Ouverture;Dernier Cours;Plus Haut;Plus Bas;Volume (MAD);Titres Échangés;Nb Transactions;Capitalisation
31/05/2024;RDS;RESIDENCES DAR SAADA;81.50;81.08;84.96;80.60;10453402.72;127689;431;2125013558.00
30/05/2024;RDS;RESIDENCES DAR SAADA;85.40;84.66;86.80;84.50;7707255.88;90511;154;2218841241.00
29/05/2024;RDS;RESIDENCES DAR SAADA;90.00;85.40;90.99;85.40;5794655.04;65848;308;2238235790.00
28/05/2024;RDS;RESIDENCES DAR SAADA;82.24;88.00;88.36;82.24;9187672.26;105976;357;2306378800.00
27/05/2024;RDS;RESIDENCES DAR SAADA;83.01;83.00;84.80;80.05;20369805.08;248938;518;2175334550.00
24/05/2024;RDS;RESIDENCES DAR SAADA;86.50;84.70;88.95;82.25;9275035.57;110062;434;2219889595.00
23/05/2024;RDS;RESIDENCES DAR SAADA;91.70;88.03;91.70;87.20;5744775.46;64281;298;2307165065.50
22/05/2024;RDS;RESIDENCES DAR SAADA;92.20;92.00;93.00;82.40;33620664.67;386404;1358;2411214200.00
21/05/2024;RDS;RESIDENCES DAR SAADA;103.10;90.10;106.80;90.10;39980437.49;404679;1346;2361417385.00
20/05/2024;RDS;RESIDENCES DAR SAADA;101.15;100.00;101.50;100.00;7801785.75;77816;210;2620885000.00
17/05/2024;RDS;RESIDENCES DAR SAADA;100.80;100.00;102.00;99.00;12257108.25;121648;326;2620885000.00
16/05/2024;RDS;RESIDENCES DAR SAADA;96.49;99.30;101.95;92.00;26880272.06;272206;611;2602538805.00
15/05/2024;RDS;RESIDENCES DAR SAADA;100.00;96.11;100.00;96.11;33076736.18;336633;846;2518932573.50
14/05/2024;RDS;RESIDENCES DAR SAADA;86.50;94.50;94.59;86.00;30393410.59;333276;756;2476736325.00
13/05/2024;RDS;RESIDENCES DAR SAADA;85.40;86.00;87.40;84.60;8079156.01;94167;277;2253961100.00
10/05/2024;RDS;RESIDENCES DAR SAADA;85.52;84.50;87.88;84.00;15237278.11;177444;479;2214647825.00
09/05/2024;RDS;RESIDENCES DAR SAADA;82.40;85.00;87.90;82.40;37179804.75;439917;1021;2227752250.00
08/05/2024;RDS;RESIDENCES DAR SAADA;78.00;81.20;82.55;78.00;26896880.45;334998;812;2128158620.00
07/05/2024;RDS;RESIDENCES DAR SAADA;75.00;77.60;80.00;75.00;14594663.15;188222;394;2033806760.00
06/05/2024;RDS;RESIDENCES DAR SAADA;72.80;74.80;79.00;66.10;22829458.27;315927;746;1960421980.00
03/05/2024;RDS;RESIDENCES DAR SAADA;76.94;72.49;77.50;72.49;11008602.48;147820;458;1899879536.50
02/05/2024;RDS;RESIDENCES DAR SAADA;77.00;77.10;79.40;76.50;12485974.56;160453;351;2020702335.00
30/04/2024;RDS;RESIDENCES DAR SAADA;76.80;76.50;80.90;75.00;18175000.90;235997;549;2004977025.00
29/04/2024;RDS;RESIDENCES DAR SAADA;79.00;78.00;83.00;76.00;46504848.08;580826;1044;2044290300.00
26/04/2024;RDS;RESIDENCES DAR SAADA;75.00;77.42;77.42;72.00;57748002.00;760013;778;2029089167.00
25/04/2024;RDS;RESIDENCES DAR SAADA;64.05;70.39;70.39;63.02;47924540.44;700905;592;1844840951.50
24/04/2024;RDS;RESIDENCES DAR SAADA;69.40;64.00;69.40;63.01;24513386.44;370011;625;1677366400.00
